project,gitter_message_date,gitter_message_uuid,issue_number,min_date,original_date,max_date,comments_after,comments_before,total_comments,ratio
kriasoft/react-starter-kit,2016-06-15 15:54:45.676000+00:00,0e5a5abae8e905993a87d68ddbee0bf2391ea5cf,697,2016-06-08 15:54:45.676000+00:00,2016-06-15 15:54:45.676000+00:00,2016-06-22 15:54:45.676000+00:00,0,2,2,0.0
kriasoft/react-starter-kit,2016-06-19 00:05:59.389000+00:00,f3a785252db5c2659e64b661baa88b3af7492aa5,697,2016-06-12 00:05:59.389000+00:00,2016-06-19 00:05:59.389000+00:00,2016-06-26 00:05:59.389000+00:00,0,2,2,0.0
kriasoft/react-starter-kit,2016-06-20 21:14:17.394000+00:00,a17d9b45b6e5b8e6c434aa9e27cefad915935311,646,2016-06-13 21:14:17.394000+00:00,2016-06-20 21:14:17.394000+00:00,2016-06-27 21:14:17.394000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-07-04 23:36:12.617000+00:00,2665775ce558aabaf6c87fa1f99eab1489cecb4a,711,2016-06-27 23:36:12.617000+00:00,2016-07-04 23:36:12.617000+00:00,2016-07-11 23:36:12.617000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-07-07 11:41:12.927000+00:00,7108ea4f344ca09ebeb55333eaa4056cddca80fa,711,2016-06-30 11:41:12.927000+00:00,2016-07-07 11:41:12.927000+00:00,2016-07-14 11:41:12.927000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-07-10 12:17:50.406000+00:00,af4dda516fa253d186c3dfdb1404e8430b9ba1c9,711,2016-07-03 12:17:50.406000+00:00,2016-07-10 12:17:50.406000+00:00,2016-07-17 12:17:50.406000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-07-10 16:30:50.472000+00:00,e265d62227130c31ab5ab1607e7d37c96d6cd5bc,733,2016-07-03 16:30:50.472000+00:00,2016-07-10 16:30:50.472000+00:00,2016-07-17 16:30:50.472000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-07-10 17:07:34.261000+00:00,d01040e35cdb7371466c4b4a9b4062f2ac5ba2c7,734,2016-07-03 17:07:34.261000+00:00,2016-07-10 17:07:34.261000+00:00,2016-07-17 17:07:34.261000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-07-10 22:49:18.792000+00:00,d7b807bb847183e7bec434305a78adec4d46aa12,736,2016-07-03 22:49:18.792000+00:00,2016-07-10 22:49:18.792000+00:00,2016-07-17 22:49:18.792000+00:00,1,0,1,inf
kriasoft/react-starter-kit,2016-07-21 03:56:06.111000+00:00,6401a71448e017117aba5650759149d03215aaec,197,2016-07-14 03:56:06.111000+00:00,2016-07-21 03:56:06.111000+00:00,2016-07-28 03:56:06.111000+00:00,3,0,3,inf
kriasoft/react-starter-kit,2016-07-25 20:16:36.894000+00:00,2a58d11ef9a2c4ff5c5594adc79641cf993c5314,762,2016-07-18 20:16:36.894000+00:00,2016-07-25 20:16:36.894000+00:00,2016-08-01 20:16:36.894000+00:00,1,1,2,1.0
kriasoft/react-starter-kit,2016-07-27 11:25:23.636000+00:00,b2d1e09c74cc517993a1eba302dc05759a5fdb8e,646,2016-07-20 11:25:23.636000+00:00,2016-07-27 11:25:23.636000+00:00,2016-08-03 11:25:23.636000+00:00,2,0,2,inf
kriasoft/react-starter-kit,2016-07-27 14:34:37.252000+00:00,0ebb818c5945e7718f979485bbb0f00bbb47a1e0,762,2016-07-20 14:34:37.252000+00:00,2016-07-27 14:34:37.252000+00:00,2016-08-03 14:34:37.252000+00:00,0,2,2,0.0
kriasoft/react-starter-kit,2016-08-26 05:52:32.938000+00:00,267704d42ea6b2b9bd3afdc390c1e5066b67fe21,98,2016-08-19 05:52:32.938000+00:00,2016-08-26 05:52:32.938000+00:00,2016-09-02 05:52:32.938000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-09-08 18:34:37.235000+00:00,060487aca8ffeb173467c27ca787a074c66977cc,841,2016-09-01 18:34:37.235000+00:00,2016-09-08 18:34:37.235000+00:00,2016-09-15 18:34:37.235000+00:00,5,0,5,inf
kriasoft/react-starter-kit,2016-09-14 08:56:53.167000+00:00,f22a80af92daf518e632ec83a83924bd5570bed7,414,2016-09-07 08:56:53.167000+00:00,2016-09-14 08:56:53.167000+00:00,2016-09-21 08:56:53.167000+00:00,1,0,1,inf
kriasoft/react-starter-kit,2016-09-14 08:56:53.167000+00:00,f22a80af92daf518e632ec83a83924bd5570bed7,453,2016-09-07 08:56:53.167000+00:00,2016-09-14 08:56:53.167000+00:00,2016-09-21 08:56:53.167000+00:00,0,1,1,0.0
kriasoft/react-starter-kit,2016-09-14 18:28:43.592000+00:00,0ac38983ba59d7b22fbd2aa892b4c828c901755f,851,2016-09-07 18:28:43.592000+00:00,2016-09-14 18:28:43.592000+00:00,2016-09-21 18:28:43.592000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-09-18 17:48:51.207000+00:00,ae28cdd15d723f54fc4e7f3269d9b439ff87518f,851,2016-09-11 17:48:51.207000+00:00,2016-09-18 17:48:51.207000+00:00,2016-09-25 17:48:51.207000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-09-22 09:44:52.727000+00:00,6ab6dc56c2ea7a0564b885a85e10c7c5062b6282,722,2016-09-15 09:44:52.727000+00:00,2016-09-22 09:44:52.727000+00:00,2016-09-29 09:44:52.727000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-09-22 09:53:29.234000+00:00,f43626e3f358f967879a2c6accd52d7ecf87174f,869,2016-09-15 09:53:29.234000+00:00,2016-09-22 09:53:29.234000+00:00,2016-09-29 09:53:29.234000+00:00,2,0,2,inf
kriasoft/react-starter-kit,2016-09-26 19:10:03.670000+00:00,0b541135a242c8fc9ace7fd7dffc2c4e1142f476,879,2016-09-19 19:10:03.670000+00:00,2016-09-26 19:10:03.670000+00:00,2016-10-03 19:10:03.670000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-09-27 07:53:22.613000+00:00,6a62b5d69086d6a57daef58bb93e25c4b78b3a4e,883,2016-09-20 07:53:22.613000+00:00,2016-09-27 07:53:22.613000+00:00,2016-10-04 07:53:22.613000+00:00,5,0,5,inf
kriasoft/react-starter-kit,2016-10-03 12:34:58.852000+00:00,7e6268d51b56adb748598c82a4ec1ee915890bd4,883,2016-09-26 12:34:58.852000+00:00,2016-10-03 12:34:58.852000+00:00,2016-10-10 12:34:58.852000+00:00,1,4,5,0.25
kriasoft/react-starter-kit,2016-10-03 13:27:41.809000+00:00,eb7f05aaaa8cd3b1ac72218deae91f884d42800c,403,2016-09-26 13:27:41.809000+00:00,2016-10-03 13:27:41.809000+00:00,2016-10-10 13:27:41.809000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-10-17 11:08:50.702000+00:00,91d6dd2abfbf47db63d231e58c002d511254810d,916,2016-10-10 11:08:50.702000+00:00,2016-10-17 11:08:50.702000+00:00,2016-10-24 11:08:50.702000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-11-06 05:50:04.946000+00:00,41bb47b1fa96ded9749140ceca4c7504e040f445,811,2016-10-30 05:50:04.946000+00:00,2016-11-06 05:50:04.946000+00:00,2016-11-13 05:50:04.946000+00:00,2,0,2,inf
kriasoft/react-starter-kit,2016-11-10 14:12:08.135000+00:00,895e2712ebaa25ee5f6c2e5d0c4bed6341737522,959,2016-11-03 14:12:08.135000+00:00,2016-11-10 14:12:08.135000+00:00,2016-11-17 14:12:08.135000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-12-21 15:21:12.669000+00:00,03705ac222180b9cbf55ffba4528720ef158d7a2,1044,2016-12-14 15:21:12.669000+00:00,2016-12-21 15:21:12.669000+00:00,2016-12-28 15:21:12.669000+00:00,0,0,0,
kriasoft/react-starter-kit,2016-12-26 16:09:11.294000+00:00,dc66e7c7de70acbf8cc1010ddebf7e62899df9d2,759,2016-12-19 16:09:11.294000+00:00,2016-12-26 16:09:11.294000+00:00,2017-01-02 16:09:11.294000+00:00,3,1,4,3.0
kriasoft/react-starter-kit,2017-01-12 01:43:46.222000+00:00,5415f7ba4f0bf7912690c770cacc80f8e8659fac,1080,2017-01-05 01:43:46.222000+00:00,2017-01-12 01:43:46.222000+00:00,2017-01-19 01:43:46.222000+00:00,5,0,5,inf
kriasoft/react-starter-kit,2017-01-13 12:48:10.462000+00:00,4726ee37796589ba2f3f637768542c90736559fa,1083,2017-01-06 12:48:10.462000+00:00,2017-01-13 12:48:10.462000+00:00,2017-01-20 12:48:10.462000+00:00,5,0,5,inf
kriasoft/react-starter-kit,2017-01-27 09:46:16.076000+00:00,e958ec6ec44ac38c35d65d412091b56f1c59544d,1098,2017-01-20 09:46:16.076000+00:00,2017-01-27 09:46:16.076000+00:00,2017-02-03 09:46:16.076000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-02-24 13:57:26.865000+00:00,3c55e458cf61036ef3e8418188768914fdb158b9,1147,2017-02-17 13:57:26.865000+00:00,2017-02-24 13:57:26.865000+00:00,2017-03-03 13:57:26.865000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-02-28 08:19:25.522000+00:00,21060142b059762b0aa43b85a80bfedd34ad644d,1057,2017-02-21 08:19:25.522000+00:00,2017-02-28 08:19:25.522000+00:00,2017-03-07 08:19:25.522000+00:00,1,0,1,inf
kriasoft/react-starter-kit,2017-03-17 08:44:49.488000+00:00,5dcf15b0d31245b0a3dd34ebd60213283bf07d5f,1178,2017-03-10 08:44:49.488000+00:00,2017-03-17 08:44:49.488000+00:00,2017-03-24 08:44:49.488000+00:00,2,2,4,1.0
kriasoft/react-starter-kit,2017-03-18 10:04:03.162000+00:00,d4db326c30a8ebf0fe2cfe69eefbc20a813e439f,1181,2017-03-11 10:04:03.162000+00:00,2017-03-18 10:04:03.162000+00:00,2017-03-25 10:04:03.162000+00:00,2,0,2,inf
kriasoft/react-starter-kit,2017-03-19 01:52:47.220000+00:00,cd680991af22e216972ff5a2ae86acfdaaf98d91,197,2017-03-12 01:52:47.220000+00:00,2017-03-19 01:52:47.220000+00:00,2017-03-26 01:52:47.220000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-04-10 16:01:39.130000+00:00,01a83e19edb4caea004faf43e232dd7dffcafc54,1215,2017-04-03 16:01:39.130000+00:00,2017-04-10 16:01:39.130000+00:00,2017-04-17 16:01:39.130000+00:00,7,0,7,inf
kriasoft/react-starter-kit,2017-04-20 14:17:50.814000+00:00,84b2eea60a2935c56285de271f7c5844820afb7f,642,2017-04-13 14:17:50.814000+00:00,2017-04-20 14:17:50.814000+00:00,2017-04-27 14:17:50.814000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-04-30 08:25:14.057000+00:00,ef0159a8e994667cdf2ac2a89063253c9a5cc973,1250,2017-04-23 08:25:14.057000+00:00,2017-04-30 08:25:14.057000+00:00,2017-05-07 08:25:14.057000+00:00,9,0,9,inf
kriasoft/react-starter-kit,2017-05-01 19:29:25.628000+00:00,d383d6ae79b58e047e230febd27aacb79f169e7b,1250,2017-04-24 19:29:25.628000+00:00,2017-05-01 19:29:25.628000+00:00,2017-05-08 19:29:25.628000+00:00,9,0,9,inf
kriasoft/react-starter-kit,2017-05-05 16:38:23.277000+00:00,8d64c3a5af58df350bc442c4a0c67597452613a6,1250,2017-04-28 16:38:23.277000+00:00,2017-05-05 16:38:23.277000+00:00,2017-05-12 16:38:23.277000+00:00,6,7,13,0.8571428571428571
kriasoft/react-starter-kit,2017-05-07 08:41:29.281000+00:00,830b43ce512f612123d9caff2f8e48856a2eed51,883,2017-04-30 08:41:29.281000+00:00,2017-05-07 08:41:29.281000+00:00,2017-05-14 08:41:29.281000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-05-15 12:08:20.275000+00:00,5189378bf21c44153a544dd03807449e2e778711,1153,2017-05-08 12:08:20.275000+00:00,2017-05-15 12:08:20.275000+00:00,2017-05-22 12:08:20.275000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-05-29 07:56:55.012000+00:00,fdf36dcaa98fd9bff8b517c669c81d449743f789,1286,2017-05-22 07:56:55.012000+00:00,2017-05-29 07:56:55.012000+00:00,2017-06-05 07:56:55.012000+00:00,4,0,4,inf
kriasoft/react-starter-kit,2017-06-11 13:46:31.213000+00:00,350e9bfedba63faa294d164d75960fcaae67baba,1304,2017-06-04 13:46:31.213000+00:00,2017-06-11 13:46:31.213000+00:00,2017-06-18 13:46:31.213000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-06-13 09:25:12.617000+00:00,88e5bcede908d05a9156da8e4a3aa91f49f93d5c,1307,2017-06-06 09:25:12.617000+00:00,2017-06-13 09:25:12.617000+00:00,2017-06-20 09:25:12.617000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-06-14 10:23:47.676000+00:00,ab69128d6aa4c49292c2c15ea2638c880eaec4e0,1250,2017-06-07 10:23:47.676000+00:00,2017-06-14 10:23:47.676000+00:00,2017-06-21 10:23:47.676000+00:00,1,0,1,inf
kriasoft/react-starter-kit,2017-06-14 10:49:49.713000+00:00,24aa2fefb3802af74273eb165d4afc6f6fba379f,1141,2017-06-07 10:49:49.713000+00:00,2017-06-14 10:49:49.713000+00:00,2017-06-21 10:49:49.713000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-06-14 10:59:13.189000+00:00,d5e43d54d7ebcf9528739a6c80447fd241e654b4,1295,2017-06-07 10:59:13.189000+00:00,2017-06-14 10:59:13.189000+00:00,2017-06-21 10:59:13.189000+00:00,2,0,2,inf
kriasoft/react-starter-kit,2017-06-26 20:19:05.284000+00:00,f8af3a906a4eb7d0d8d9f24946baa402a17f4199,1069,2017-06-19 20:19:05.284000+00:00,2017-06-26 20:19:05.284000+00:00,2017-07-03 20:19:05.284000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-07-03 11:14:17.095000+00:00,90b9711ee8bab6876eab39874be4c022cfa9e42e,1347,2017-06-26 11:14:17.095000+00:00,2017-07-03 11:14:17.095000+00:00,2017-07-10 11:14:17.095000+00:00,1,0,1,inf
kriasoft/react-starter-kit,2017-07-21 16:36:17.713000+00:00,fd459c62a2bdf7c5a40e08b74cc36e2b617fceb9,642,2017-07-14 16:36:17.713000+00:00,2017-07-21 16:36:17.713000+00:00,2017-07-28 16:36:17.713000+00:00,0,0,0,
kriasoft/react-starter-kit,2017-08-24 15:36:03.226000+00:00,feecf5195e37c5340f37eca15d6c34e214e4a135,1142,2017-08-17 15:36:03.226000+00:00,2017-08-24 15:36:03.226000+00:00,2017-08-31 15:36:03.226000+00:00,1,0,1,inf
kriasoft/react-starter-kit,2017-09-13 06:59:28.993000+00:00,dd1af7dea0458206668fa48beae2b0050d6e1c81,1398,2017-09-06 06:59:28.993000+00:00,2017-09-13 06:59:28.993000+00:00,2017-09-20 06:59:28.993000+00:00,1,0,1,inf
kriasoft/react-starter-kit,2017-09-14 08:13:36.822000+00:00,6e898556990224526066a1f8637f0baa80352c1f,1398,2017-09-07 08:13:36.822000+00:00,2017-09-14 08:13:36.822000+00:00,2017-09-21 08:13:36.822000+00:00,0,1,1,0.0
kriasoft/react-starter-kit,2017-09-27 17:22:22.839000+00:00,1628ed9bf546e6a39e0255f36c46f6bcb9d956af,723,2017-09-20 17:22:22.839000+00:00,2017-09-27 17:22:22.839000+00:00,2017-10-04 17:22:22.839000+00:00,0,0,0,
kriasoft/react-starter-kit,2018-01-02 03:33:17.804000+00:00,a8886b17d7b3821a328c44be2f348f28c740b0ea,1492,2017-12-26 03:33:17.804000+00:00,2018-01-02 03:33:17.804000+00:00,2018-01-09 03:33:17.804000+00:00,2,0,2,inf
kriasoft/react-starter-kit,2018-01-16 23:33:35.655000+00:00,1062bf294595f44daf9229b68e56f194933d8a31,1496,2018-01-09 23:33:35.655000+00:00,2018-01-16 23:33:35.655000+00:00,2018-01-23 23:33:35.655000+00:00,0,0,0,
kriasoft/react-starter-kit,2018-07-02 21:27:44.407000+00:00,916fb7dc5400d340aca1fa1a57be1bbb56135096,1640,2018-06-25 21:27:44.407000+00:00,2018-07-02 21:27:44.407000+00:00,2018-07-09 21:27:44.407000+00:00,1,0,1,inf
kriasoft/react-starter-kit,2018-07-24 11:23:35.430000+00:00,0c940c26eb6d32d02d055fa8e2be926b5933ba63,1648,2018-07-17 11:23:35.430000+00:00,2018-07-24 11:23:35.430000+00:00,2018-07-31 11:23:35.430000+00:00,5,0,5,inf
kriasoft/react-starter-kit,2018-07-25 03:59:52.242000+00:00,56ac4eea74fd302c549724d6f92b98682e67a7bb,1649,2018-07-18 03:59:52.242000+00:00,2018-07-25 03:59:52.242000+00:00,2018-08-01 03:59:52.242000+00:00,0,0,0,
kriasoft/react-starter-kit,2018-07-29 01:52:24.425000+00:00,23576b9096c172b7efead1ce5eb992b75258cdea,1651,2018-07-22 01:52:24.425000+00:00,2018-07-29 01:52:24.425000+00:00,2018-08-05 01:52:24.425000+00:00,0,0,0,
kriasoft/react-starter-kit,2018-12-27 22:12:15.417000+00:00,b3764eec16210d21ad0599968691c39b84c49783,1681,2018-12-20 22:12:15.417000+00:00,2018-12-27 22:12:15.417000+00:00,2019-01-03 22:12:15.417000+00:00,0,0,0,
kriasoft/react-starter-kit,2019-02-15 13:55:40.975000+00:00,1b90d32993e0c1fa4e60f9012f4afc3f0c0c192c,1712,2019-02-08 13:55:40.975000+00:00,2019-02-15 13:55:40.975000+00:00,2019-02-22 13:55:40.975000+00:00,6,0,6,inf
kriasoft/react-starter-kit,2020-06-30 17:01:56.790000+00:00,8ec92c472c560018f472cebdbe8c027f76e1af6a,1666,2020-06-23 17:01:56.790000+00:00,2020-06-30 17:01:56.790000+00:00,2020-07-07 17:01:56.790000+00:00,0,0,0,
mailboxer/mailboxer,2014-12-23 14:28:09.783000+00:00,b1e1d4ebce91dcb7a00e70a24a8ae18f1ffbbbdd,325,2014-12-16 14:28:09.783000+00:00,2014-12-23 14:28:09.783000+00:00,2014-12-30 14:28:09.783000+00:00,0,0,0,
mailboxer/mailboxer,2014-12-23 16:04:04.361000+00:00,cff9b45ca36ff7372f0cc32c396dceeccd2f646d,327,2014-12-16 16:04:04.361000+00:00,2014-12-23 16:04:04.361000+00:00,2014-12-30 16:04:04.361000+00:00,0,0,0,
mailboxer/mailboxer,2015-03-18 23:57:45.705000+00:00,8c877bc0686e8eeb6de275b08aec748e9a5ccc16,27,2015-03-11 23:57:45.705000+00:00,2015-03-18 23:57:45.705000+00:00,2015-03-25 23:57:45.705000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2016-07-07 22:55:44.510000+00:00,3bb294f59c11d1f47ea7cc6cce3cfa7fb7a94420,38,2016-06-30 22:55:44.510000+00:00,2016-07-07 22:55:44.510000+00:00,2016-07-14 22:55:44.510000+00:00,0,2,2,0.0
patchthecode/JTAppleCalendar,2016-07-07 23:49:41.459000+00:00,fb0c2ed962fba42b4cff018f454841e052c83d8f,2,2016-06-30 23:49:41.459000+00:00,2016-07-07 23:49:41.459000+00:00,2016-07-14 23:49:41.459000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2016-07-09 15:57:02.262000+00:00,f7ad1c7c480c8fd4eda068181cfe7b5739b88e3f,2,2016-07-02 15:57:02.262000+00:00,2016-07-09 15:57:02.262000+00:00,2016-07-16 15:57:02.262000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2016-07-20 20:11:43.253000+00:00,c4feb2558e527a44b5f7f672a64cac32d72a85b0,2,2016-07-13 20:11:43.253000+00:00,2016-07-20 20:11:43.253000+00:00,2016-07-27 20:11:43.253000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2016-08-11 08:47:35.235000+00:00,c478cb5ec106eaded60251b1c3ebea0ecd810be6,12,2016-08-04 08:47:35.235000+00:00,2016-08-11 08:47:35.235000+00:00,2016-08-18 08:47:35.235000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2016-09-25 06:07:21.057000+00:00,2385ab7bd1676c473a01877be9951a171196c1be,2,2016-09-18 06:07:21.057000+00:00,2016-09-25 06:07:21.057000+00:00,2016-10-02 06:07:21.057000+00:00,2,2,4,1.0
patchthecode/JTAppleCalendar,2016-10-26 20:21:00.342000+00:00,faae1591718ace033cc32d8e6ec39f0753457eb7,177,2016-10-19 20:21:00.342000+00:00,2016-10-26 20:21:00.342000+00:00,2016-11-02 20:21:00.342000+00:00,0,1,1,0.0
patchthecode/JTAppleCalendar,2016-10-28 22:36:27.834000+00:00,70deba6b58d21e4fbada261f7db6fee539b20668,182,2016-10-21 22:36:27.834000+00:00,2016-10-28 22:36:27.834000+00:00,2016-11-04 22:36:27.834000+00:00,0,3,3,0.0
patchthecode/JTAppleCalendar,2016-10-29 19:20:58.767000+00:00,76e24c3f47def321b6bf34e71ef845ba01aa2ed0,38,2016-10-22 19:20:58.767000+00:00,2016-10-29 19:20:58.767000+00:00,2016-11-05 19:20:58.767000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2016-10-30 04:52:44.722000+00:00,a16b08d53a76cf7e1833e5de69016ff4f18ffe77,2,2016-10-23 04:52:44.722000+00:00,2016-10-30 04:52:44.722000+00:00,2016-11-06 04:52:44.722000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2016-12-30 19:46:49.909000+00:00,cbe36170f946410a1877be77e36eb4c642c85c53,207,2016-12-23 19:46:49.909000+00:00,2016-12-30 19:46:49.909000+00:00,2017-01-06 19:46:49.909000+00:00,2,0,2,inf
patchthecode/JTAppleCalendar,2017-01-02 11:14:04.396000+00:00,03cc4b47a34a5f9b156f0b1de3b7f6ca6aca91c1,252,2016-12-26 11:14:04.396000+00:00,2017-01-02 11:14:04.396000+00:00,2017-01-09 11:14:04.396000+00:00,15,0,15,inf
patchthecode/JTAppleCalendar,2017-02-27 12:13:14.512000+00:00,6dadc2a26b95470339a4148a0edc7150a7f29fcd,112,2017-02-20 12:13:14.512000+00:00,2017-02-27 12:13:14.512000+00:00,2017-03-06 12:13:14.512000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-03-03 16:47:46.219000+00:00,c0b9df9c41f9264bf228ff1ea049334908535670,296,2017-02-24 16:47:46.219000+00:00,2017-03-03 16:47:46.219000+00:00,2017-03-10 16:47:46.219000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-03-08 14:32:05.835000+00:00,6fb7624800af9042af6e6551f6cda622ffe32145,221,2017-03-01 14:32:05.835000+00:00,2017-03-08 14:32:05.835000+00:00,2017-03-15 14:32:05.835000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-03-08 14:32:56.394000+00:00,3e2b03877cd27cf6ee2b092b26da5e043de4349d,221,2017-03-01 14:32:56.394000+00:00,2017-03-08 14:32:56.394000+00:00,2017-03-15 14:32:56.394000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-03-11 20:45:13.408000+00:00,d8e251dad4a59d966c7b748ea2238a73c785dcf9,216,2017-03-04 20:45:13.408000+00:00,2017-03-11 20:45:13.408000+00:00,2017-03-18 20:45:13.408000+00:00,0,1,1,0.0
patchthecode/JTAppleCalendar,2017-03-28 17:31:22.091000+00:00,aa503c2845313d5baa392f51e6a86fc5ec9294c5,216,2017-03-21 17:31:22.091000+00:00,2017-03-28 17:31:22.091000+00:00,2017-04-04 17:31:22.091000+00:00,1,0,1,inf
patchthecode/JTAppleCalendar,2017-03-28 17:43:44.998000+00:00,5fdcecde69e3788967e760d02d2fca24a930f1a2,216,2017-03-21 17:43:44.998000+00:00,2017-03-28 17:43:44.998000+00:00,2017-04-04 17:43:44.998000+00:00,1,0,1,inf
patchthecode/JTAppleCalendar,2017-04-04 14:46:40.623000+00:00,9cc3eb485cbf42d993546426ef1bc5d6a557e3fe,252,2017-03-28 14:46:40.623000+00:00,2017-04-04 14:46:40.623000+00:00,2017-04-11 14:46:40.623000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-04-13 13:46:51.022000+00:00,6916d7e182168e12bc03bf7a7bb21d5049b72d35,377,2017-04-06 13:46:51.022000+00:00,2017-04-13 13:46:51.022000+00:00,2017-04-20 13:46:51.022000+00:00,6,8,14,0.75
patchthecode/JTAppleCalendar,2017-05-09 13:34:39.362000+00:00,aa866878439fe0bd9164ac7d4ad7c47166b209fb,408,2017-05-02 13:34:39.362000+00:00,2017-05-09 13:34:39.362000+00:00,2017-05-16 13:34:39.362000+00:00,0,2,2,0.0
patchthecode/JTAppleCalendar,2017-05-12 05:54:33.055000+00:00,f450c28562b96963515bf69268ffc4d1dccdedd2,391,2017-05-05 05:54:33.055000+00:00,2017-05-12 05:54:33.055000+00:00,2017-05-19 05:54:33.055000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-05-20 04:36:33.887000+00:00,2c20ca12c1d24b1b2bbb8784a55c09b6386b2f93,423,2017-05-13 04:36:33.887000+00:00,2017-05-20 04:36:33.887000+00:00,2017-05-27 04:36:33.887000+00:00,1,4,5,0.25
patchthecode/JTAppleCalendar,2017-06-13 22:18:28.852000+00:00,7db332082eed8c53cbc7ba5df356d2e7e0467fc2,454,2017-06-06 22:18:28.852000+00:00,2017-06-13 22:18:28.852000+00:00,2017-06-20 22:18:28.852000+00:00,3,0,3,inf
patchthecode/JTAppleCalendar,2017-06-16 05:05:51.374000+00:00,45e06d3407a02c4f861e5d9ed78e4bfde2d6131a,431,2017-06-09 05:05:51.374000+00:00,2017-06-16 05:05:51.374000+00:00,2017-06-23 05:05:51.374000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-06-16 05:06:44.504000+00:00,ba80459761421bb20652709c65e8ae48c0ed7df0,431,2017-06-09 05:06:44.504000+00:00,2017-06-16 05:06:44.504000+00:00,2017-06-23 05:06:44.504000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-06-20 18:15:07.680000+00:00,658d7808e0d564339a04d4a8e2c52f5ea91ad006,438,2017-06-13 18:15:07.680000+00:00,2017-06-20 18:15:07.680000+00:00,2017-06-27 18:15:07.680000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-06-27 18:53:38.996000+00:00,6f1d4c136e70d6a411d4c435c4fa8719b51002a6,252,2017-06-20 18:53:38.996000+00:00,2017-06-27 18:53:38.996000+00:00,2017-07-04 18:53:38.996000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-07-28 15:14:19.788000+00:00,d6e0774e5adacbb70d397c4fc08cca0d3a7a438d,505,2017-07-21 15:14:19.788000+00:00,2017-07-28 15:14:19.788000+00:00,2017-08-04 15:14:19.788000+00:00,4,5,9,0.8
patchthecode/JTAppleCalendar,2017-07-31 08:26:29.915000+00:00,7dc3282fda1189ee7da791ce92d1cda2185e8255,505,2017-07-24 08:26:29.915000+00:00,2017-07-31 08:26:29.915000+00:00,2017-08-07 08:26:29.915000+00:00,3,6,9,0.5
patchthecode/JTAppleCalendar,2017-08-01 04:00:03.409000+00:00,af44c39a8784662e8e8fe63bb6bc04bc24e32243,511,2017-07-25 04:00:03.409000+00:00,2017-08-01 04:00:03.409000+00:00,2017-08-08 04:00:03.409000+00:00,2,1,3,2.0
patchthecode/JTAppleCalendar,2017-08-01 14:28:45.666000+00:00,148257f10e96f2111ec996a7fc51c252c3c261a6,252,2017-07-25 14:28:45.666000+00:00,2017-08-01 14:28:45.666000+00:00,2017-08-08 14:28:45.666000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-08-01 17:12:28.812000+00:00,22f6adb48f2ca190fb432f0f45159294068330f0,438,2017-07-25 17:12:28.812000+00:00,2017-08-01 17:12:28.812000+00:00,2017-08-08 17:12:28.812000+00:00,0,0,0,
patchthecode/JTAppleCalendar,2017-08-10 05:23:04.467000+00:00,94bf9374a5729dbcf5a563bb5203d4a1e31f36a3,252,2017-08-03 05:23:04.467000+00:00,2017-08-10 05:23:04.467000+00:00,2017-08-17 05:23:04.467000+00:00,0,0,0,
