issuenumber,resolution_time,room,configuration
3556,NA,MonoGame,Gitter
4147,NA,MonoGame,Gitter
4399,18640,MonoGame,Gitter
4571,NA,MonoGame,Gitter
4781,9072,MonoGame,Gitter
4818,499,MonoGame,Gitter
4934,NA,MonoGame,Gitter
5109,20119,MonoGame,Gitter
5111,NA,MonoGame,Gitter
5126,20662,MonoGame,Gitter
5153,NA,MonoGame,Gitter
5302,NA,MonoGame,Gitter
5305,NA,MonoGame,Gitter
5307,17457,MonoGame,Gitter
5327,NA,MonoGame,Gitter
5374,8,MonoGame,Gitter
5411,15000,MonoGame,Gitter
5455,NA,MonoGame,Gitter
5503,NA,MonoGame,Gitter
5504,NA,MonoGame,Gitter
5529,1815,MonoGame,Gitter
5531,8840,MonoGame,Gitter
5622,4,MonoGame,Gitter
5660,NA,MonoGame,Gitter
5688,16,MonoGame,Gitter
5717,217,MonoGame,Gitter
5724,18287,MonoGame,Gitter
5726,12003,MonoGame,Gitter
5767,2092,MonoGame,Gitter
5822,69,MonoGame,Gitter
5870,NA,MonoGame,Gitter
5944,9126,MonoGame,Gitter
5946,5,MonoGame,Gitter
5947,409,MonoGame,Gitter
6045,1377,MonoGame,Gitter
6093,1654,MonoGame,Gitter
6095,155,MonoGame,Gitter
6103,NA,MonoGame,Gitter
6157,1181,MonoGame,Gitter
6180,NA,MonoGame,Gitter
6192,NA,MonoGame,Gitter
6196,5371,MonoGame,Gitter
6199,NA,MonoGame,Gitter
6324,NA,MonoGame,Gitter
6333,NA,MonoGame,Gitter
6393,NA,MonoGame,Gitter
6527,NA,MonoGame,Gitter
6529,151,MonoGame,Gitter
54,61,openevent,Gitter
65,103,openevent,Gitter
78,335,openevent,Gitter
94,6,openevent,Gitter
101,1,openevent,Gitter
106,NA,openevent,Gitter
127,2,openevent,Gitter
180,15,openevent,Gitter
231,11,openevent,Gitter
305,66,openevent,Gitter
380,218,openevent,Gitter
383,374,openevent,Gitter
384,7,openevent,Gitter
396,100,openevent,Gitter
403,73,openevent,Gitter
407,2,openevent,Gitter
430,87,openevent,Gitter
431,23,openevent,Gitter
434,79,openevent,Gitter
442,98,openevent,Gitter
443,207,openevent,Gitter
499,8,openevent,Gitter
508,16,openevent,Gitter
577,372,openevent,Gitter
585,334,openevent,Gitter
616,46,openevent,Gitter
618,4,openevent,Gitter
658,6024,openevent,Gitter
681,1169,openevent,Gitter
683,49,openevent,Gitter
727,75,openevent,Gitter
742,185,openevent,Gitter
803,59,openevent,Gitter
1003,58,openevent,Gitter
1017,2403,openevent,Gitter
1097,1345,openevent,Gitter
1172,9,openevent,Gitter
1185,34,openevent,Gitter
1191,1017,openevent,Gitter
1278,28,openevent,Gitter
1280,1071,openevent,Gitter
1433,31,openevent,Gitter
1437,151,openevent,Gitter
1438,6,openevent,Gitter
1474,33,openevent,Gitter
1676,1188,openevent,Gitter
1767,127,openevent,Gitter
1780,NA,openevent,Gitter
1831,30,openevent,Gitter
2086,185,openevent,Gitter
2282,5,openevent,Gitter
9,5062,perfect,Gitter
12,5317,perfect,Gitter
127,3124,perfect,Gitter
162,241,perfect,Gitter
164,128,perfect,Gitter
190,71,perfect,Gitter
7,12482,react,Gitter
22,12155,react,Gitter
98,7182,react,Gitter
121,155,react,Gitter
179,NA,react,Gitter
243,NA,react,Gitter
250,NA,react,Gitter
256,437,react,Gitter
337,3183,react,Gitter
370,279,react,Gitter
375,7136,react,Gitter
400,NA,react,Gitter
423,6426,react,Gitter
447,NA,react,Gitter
467,NA,react,Gitter
570,6,react,Gitter
576,NA,react,Gitter
587,0,react,Gitter
588,4470,react,Gitter
669,NA,react,Gitter
670,NA,react,Gitter
682,NA,react,Gitter
702,5790,react,Gitter
722,NA,react,Gitter
723,156,react,Gitter
736,NA,react,Gitter
759,2261,react,Gitter
762,NA,react,Gitter
811,2093,react,Gitter
841,116,react,Gitter
916,263,react,Gitter
1069,1150,react,Gitter
1080,233,react,Gitter
1083,321,react,Gitter
1098,NA,react,Gitter
1142,NA,react,Gitter
1178,41,react,Gitter
1181,NA,react,Gitter
1215,11674,react,Gitter
1286,46,react,Gitter
1304,NA,react,Gitter
1307,NA,react,Gitter
1398,512,react,Gitter
1640,8150,react,Gitter
1648,94,react,Gitter
1649,NA,react,Gitter
1681,5412,react,Gitter
1712,27,react,Gitter
74,18480,shuup,Gitter
204,17385,shuup,Gitter
621,925,shuup,Gitter
1152,2038,shuup,Gitter
1275,NA,shuup,Gitter
1289,NA,shuup,Gitter
1655,842,shuup,Gitter
1662,700,shuup,Gitter
1717,NA,shuup,Gitter
1730,794,shuup,Gitter
1755,30,shuup,Gitter
1839,NA,shuup,Gitter
226,316,theodinproject,Gitter
372,3032,theodinproject,Gitter
579,41,theodinproject,Gitter
588,10,theodinproject,Gitter
754,149,theodinproject,Gitter
12,13465,typescript,Gitter
16,45674,typescript,Gitter
165,NA,typescript,Gitter
202,NA,typescript,Gitter
204,0,typescript,Gitter
212,36592,typescript,Gitter
247,9651,typescript,Gitter
296,8050,typescript,Gitter
299,NA,typescript,Gitter
311,6513,typescript,Gitter
339,57,typescript,Gitter
392,28,typescript,Gitter
420,NA,typescript,Gitter
442,21337,typescript,Gitter
449,NA,typescript,Gitter
486,20,typescript,Gitter
497,7351,typescript,Gitter
524,0,typescript,Gitter
560,20823,typescript,Gitter
592,2,typescript,Gitter
596,99,typescript,Gitter
613,66,typescript,Gitter
727,7093,typescript,Gitter
842,8,typescript,Gitter
980,2715,typescript,Gitter
1003,9519,typescript,Gitter
1007,5310,typescript,Gitter
1108,NA,typescript,Gitter
1213,NA,typescript,Gitter
1226,41636,typescript,Gitter
1260,NA,typescript,Gitter
1263,158,typescript,Gitter
1295,16921,typescript,Gitter
1336,NA,typescript,Gitter
1360,NA,typescript,Gitter
1373,12438,typescript,Gitter
1394,NA,typescript,Gitter
1537,6,typescript,Gitter
1542,648,typescript,Gitter
1544,7805,typescript,Gitter
1551,308,typescript,Gitter
1554,NA,typescript,Gitter
1564,18802,typescript,Gitter
1664,9652,typescript,Gitter
1689,1,typescript,Gitter
1706,NA,typescript,Gitter
1773,14879,typescript,Gitter
1806,7619,typescript,Gitter
1809,17066,typescript,Gitter
1863,NA,typescript,Gitter
1927,12094,typescript,Gitter
2000,NA,typescript,Gitter
2009,4831,typescript,Gitter
2022,790,typescript,Gitter
2076,4,typescript,Gitter
2103,15068,typescript,Gitter
2192,5032,typescript,Gitter
2225,NA,typescript,Gitter
2242,1296,typescript,Gitter
2246,90,typescript,Gitter
2249,8403,typescript,Gitter
2299,6,typescript,Gitter
2338,4836,typescript,Gitter
2340,106,typescript,Gitter
2341,8176,typescript,Gitter
2361,NA,typescript,Gitter
2474,NA,typescript,Gitter
2491,4661,typescript,Gitter
2521,13026,typescript,Gitter
2536,66,typescript,Gitter
2568,9597,typescript,Gitter
2577,121,typescript,Gitter
2709,6969,typescript,Gitter
2719,2443,typescript,Gitter
2726,210,typescript,Gitter
2869,5187,typescript,Gitter
2983,36603,typescript,Gitter
2986,5324,typescript,Gitter
3022,360,typescript,Gitter
3067,1,typescript,Gitter
3076,9044,typescript,Gitter
3089,5161,typescript,Gitter
3101,34,typescript,Gitter
3136,NA,typescript,Gitter
3150,1,typescript,Gitter
3164,201,typescript,Gitter
3192,17163,typescript,Gitter
3203,1009,typescript,Gitter
3215,7881,typescript,Gitter
3283,2547,typescript,Gitter
3322,15,typescript,Gitter
3442,8669,typescript,Gitter
3448,6193,typescript,Gitter
3469,27064,typescript,Gitter
3507,575,typescript,Gitter
3523,1325,typescript,Gitter
3694,6749,typescript,Gitter
3708,105,typescript,Gitter
3755,357,typescript,Gitter
3841,NA,typescript,Gitter
3857,653,typescript,Gitter
3866,35932,typescript,Gitter
4130,25378,typescript,Gitter
4183,22069,typescript,Gitter
4364,122,typescript,Gitter
4389,1301,typescript,Gitter
4433,NA,typescript,Gitter
4448,2504,typescript,Gitter
4521,492,typescript,Gitter
4590,1686,typescript,Gitter
4612,22,typescript,Gitter
4628,NA,typescript,Gitter
4666,73,typescript,Gitter
4717,0,typescript,Gitter
4870,10,typescript,Gitter
4871,41,typescript,Gitter
4881,NA,typescript,Gitter
4889,10174,typescript,Gitter
4890,11953,typescript,Gitter
4897,1266,typescript,Gitter
4940,2,typescript,Gitter
4948,12106,typescript,Gitter
4971,NA,typescript,Gitter
4992,2794,typescript,Gitter
5039,2865,typescript,Gitter
5101,22598,typescript,Gitter
5156,13564,typescript,Gitter
5158,15585,typescript,Gitter
5239,184,typescript,Gitter
5276,95,typescript,Gitter
5285,1095,typescript,Gitter
5296,13891,typescript,Gitter
5304,92,typescript,Gitter
5331,23524,typescript,Gitter
5357,46,typescript,Gitter
5395,2,typescript,Gitter
5453,NA,typescript,Gitter
5501,4960,typescript,Gitter
5579,17691,typescript,Gitter
5595,7227,typescript,Gitter
5611,NA,typescript,Gitter
5675,397,typescript,Gitter
5683,8741,typescript,Gitter
5685,2294,typescript,Gitter
5695,4131,typescript,Gitter
5711,329,typescript,Gitter
5850,3350,typescript,Gitter
5863,NA,typescript,Gitter
6012,NA,typescript,Gitter
6018,2885,typescript,Gitter
6080,7836,typescript,Gitter
6131,464,typescript,Gitter
6229,16467,typescript,Gitter
6319,3845,typescript,Gitter
6413,92,typescript,Gitter
6496,13746,typescript,Gitter
6541,NA,typescript,Gitter
6559,5,typescript,Gitter
6573,NA,typescript,Gitter
6579,NA,typescript,Gitter
6591,32,typescript,Gitter
6606,18684,typescript,Gitter
6615,3285,typescript,Gitter
6627,23,typescript,Gitter
6725,615,typescript,Gitter
6751,3,typescript,Gitter
6781,NA,typescript,Gitter
6861,2233,typescript,Gitter
6958,74,typescript,Gitter
6974,1337,typescript,Gitter
7071,19477,typescript,Gitter
7125,522,typescript,Gitter
7130,19,typescript,Gitter
7148,637,typescript,Gitter
7204,1080,typescript,Gitter
7233,1504,typescript,Gitter
7247,1104,typescript,Gitter
7294,24589,typescript,Gitter
7330,1,typescript,Gitter
7398,NA,typescript,Gitter
7426,167,typescript,Gitter
7481,NA,typescript,Gitter
7544,1,typescript,Gitter
7566,100,typescript,Gitter
7648,143,typescript,Gitter
7657,13062,typescript,Gitter
7660,25,typescript,Gitter
7932,9,typescript,Gitter
7960,5,typescript,Gitter
7984,128,typescript,Gitter
8082,134,typescript,Gitter
8112,0,typescript,Gitter
8113,97,typescript,Gitter
8385,1,typescript,Gitter
8407,102,typescript,Gitter
8476,13537,typescript,Gitter
8496,7,typescript,Gitter
8518,274,typescript,Gitter
8591,34,typescript,Gitter
8597,4,typescript,Gitter
8687,13476,typescript,Gitter
8695,30,typescript,Gitter
8701,20,typescript,Gitter
8878,125,typescript,Gitter
8910,16,typescript,Gitter
8936,6,typescript,Gitter
8986,171,typescript,Gitter
9123,4619,typescript,Gitter
9127,NA,typescript,Gitter
9191,NA,typescript,Gitter
9235,3095,typescript,Gitter
9299,5,typescript,Gitter
9398,4,typescript,Gitter
9488,1936,typescript,Gitter
9512,17,typescript,Gitter
9532,515,typescript,Gitter
9542,119,typescript,Gitter
9584,0,typescript,Gitter
9639,1722,typescript,Gitter
9658,875,typescript,Gitter
9659,NA,typescript,Gitter
9681,1663,typescript,Gitter
9720,2218,typescript,Gitter
9739,13758,typescript,Gitter
9759,3,typescript,Gitter
9793,2,typescript,Gitter
9879,NA,typescript,Gitter
9950,NA,typescript,Gitter
9976,231,typescript,Gitter
9999,436,typescript,Gitter
10005,6395,typescript,Gitter
10178,23671,typescript,Gitter
10233,315,typescript,Gitter
10250,130,typescript,Gitter
10360,18847,typescript,Gitter
10509,14996,typescript,Gitter
10522,29,typescript,Gitter
10571,NA,typescript,Gitter
10620,5606,typescript,Gitter
10638,369,typescript,Gitter
10642,0,typescript,Gitter
10690,5617,typescript,Gitter
10693,5681,typescript,Gitter
10717,NA,typescript,Gitter
10727,NA,typescript,Gitter
10730,NA,typescript,Gitter
10866,29,typescript,Gitter
10939,318,typescript,Gitter
10941,21843,typescript,Gitter
11013,0,typescript,Gitter
11016,0,typescript,Gitter
11031,105,typescript,Gitter
11034,5091,typescript,Gitter
11038,126,typescript,Gitter
11095,7,typescript,Gitter
11100,16574,typescript,Gitter
11117,NA,typescript,Gitter
11127,9,typescript,Gitter
11152,21766,typescript,Gitter
11224,22,typescript,Gitter
11233,1125,typescript,Gitter
11498,NA,typescript,Gitter
11559,1324,typescript,Gitter
11566,3838,typescript,Gitter
11732,1711,typescript,Gitter
11859,NA,typescript,Gitter
11878,15,typescript,Gitter
11936,57,typescript,Gitter
11956,4285,typescript,Gitter
12203,51,typescript,Gitter
12215,10714,typescript,Gitter
12295,145,typescript,Gitter
12342,10851,typescript,Gitter
12384,3,typescript,Gitter
12424,10534,typescript,Gitter
12448,NA,typescript,Gitter
12509,474,typescript,Gitter
12517,1653,typescript,Gitter
12531,6,typescript,Gitter
12607,NA,typescript,Gitter
12609,484,typescript,Gitter
12692,12166,typescript,Gitter
12718,1,typescript,Gitter
12745,7261,typescript,Gitter
12754,NA,typescript,Gitter
12771,6030,typescript,Gitter
12790,80,typescript,Gitter
12795,925,typescript,Gitter
12815,55,typescript,Gitter
12861,3114,typescript,Gitter
12936,NA,typescript,Gitter
12948,3048,typescript,Gitter
12955,3044,typescript,Gitter
13046,177,typescript,Gitter
13049,495,typescript,Gitter
13073,495,typescript,Gitter
13086,NA,typescript,Gitter
13126,14382,typescript,Gitter
13163,14315,typescript,Gitter
13254,8,typescript,Gitter
13298,20693,typescript,Gitter
13347,NA,typescript,Gitter
13500,5740,typescript,Gitter
13557,2315,typescript,Gitter
13570,21965,typescript,Gitter
13618,2159,typescript,Gitter
13723,2095,typescript,Gitter
13730,15596,typescript,Gitter
13778,NA,typescript,Gitter
13805,17,typescript,Gitter
13829,6,typescript,Gitter
13897,12968,typescript,Gitter
13922,22885,typescript,Gitter
13975,4,typescript,Gitter
13976,8742,typescript,Gitter
14051,NA,typescript,Gitter
14093,2,typescript,Gitter
14094,14421,typescript,Gitter
14116,1490,typescript,Gitter
14190,1442,typescript,Gitter
14294,14,typescript,Gitter
14306,NA,typescript,Gitter
14381,1227,typescript,Gitter
14400,NA,typescript,Gitter
14409,1205,typescript,Gitter
14529,1315,typescript,Gitter
14551,NA,typescript,Gitter
14555,8,typescript,Gitter
14570,88,typescript,Gitter
14600,22769,typescript,Gitter
14701,12039,typescript,Gitter
14729,NA,typescript,Gitter
14733,NA,typescript,Gitter
14734,12,typescript,Gitter
14833,NA,typescript,Gitter
14926,6,typescript,Gitter
14936,0,typescript,Gitter
15012,7557,typescript,Gitter
15066,1096,typescript,Gitter
15096,13793,typescript,Gitter
15130,195,typescript,Gitter
15220,32,typescript,Gitter
15228,NA,typescript,Gitter
15230,NA,typescript,Gitter
15247,7,typescript,Gitter
15300,NA,typescript,Gitter
15397,NA,typescript,Gitter
15479,224,typescript,Gitter
15480,NA,typescript,Gitter
15756,2555,typescript,Gitter
15807,429,typescript,Gitter
15840,46,typescript,Gitter
15872,686,typescript,Gitter
15976,35,typescript,Gitter
15983,10205,typescript,Gitter
16037,NA,typescript,Gitter
16093,5467,typescript,Gitter
16219,8977,typescript,Gitter
16546,1811,typescript,Gitter
16577,NA,typescript,Gitter
16593,826,typescript,Gitter
16787,1810,typescript,Gitter
16794,1808,typescript,Gitter
16872,7827,typescript,Gitter
17070,1057,typescript,Gitter
17071,909,typescript,Gitter
17203,2,typescript,Gitter
17224,40,typescript,Gitter
17238,400,typescript,Gitter
17288,1019,typescript,Gitter
17520,428,typescript,Gitter
17572,NA,typescript,Gitter
17574,NA,typescript,Gitter
17594,8526,typescript,Gitter
17736,2636,typescript,Gitter
17867,NA,typescript,Gitter
17897,2,typescript,Gitter
18238,6515,typescript,Gitter
18286,NA,typescript,Gitter
18369,136,typescript,Gitter
18442,NA,typescript,Gitter
18562,5758,typescript,Gitter
18581,5275,typescript,Gitter
18826,504,typescript,Gitter
18963,33,typescript,Gitter
18995,342,typescript,Gitter
19014,43,typescript,Gitter
19335,438,typescript,Gitter
19467,370,typescript,Gitter
19740,391,typescript,Gitter
19816,14642,typescript,Gitter
19837,798,typescript,Gitter
20026,1318,typescript,Gitter
20033,377,typescript,Gitter
20072,366,typescript,Gitter
20367,30,typescript,Gitter
20423,NA,typescript,Gitter
20503,0,typescript,Gitter
20715,3372,typescript,Gitter
20719,96,typescript,Gitter
20812,689,typescript,Gitter
20846,NA,typescript,Gitter
20863,NA,typescript,Gitter
20887,8535,typescript,Gitter
21048,NA,typescript,Gitter
21186,11,typescript,Gitter
21211,356,typescript,Gitter
21566,89,typescript,Gitter
21592,NA,typescript,Gitter
21609,NA,typescript,Gitter
21673,487,typescript,Gitter
21699,NA,typescript,Gitter
21701,0,typescript,Gitter
21759,NA,typescript,Gitter
21826,NA,typescript,Gitter
22154,427,typescript,Gitter
22255,23,typescript,Gitter
22345,3522,typescript,Gitter
22605,4229,typescript,Gitter
22617,NA,typescript,Gitter
22685,4096,typescript,Gitter
22822,1,typescript,Gitter
23132,NA,typescript,Gitter
23199,352,typescript,Gitter
23532,372,typescript,Gitter
23665,159,typescript,Gitter
23838,4,typescript,Gitter
23911,NA,typescript,Gitter
24018,351,typescript,Gitter
24068,NA,typescript,Gitter
24197,21,typescript,Gitter
24220,146,typescript,Gitter
24380,NA,typescript,Gitter
24435,NA,typescript,Gitter
24588,432,typescript,Gitter
25184,358,typescript,Gitter
25677,347,typescript,Gitter
25705,20,typescript,Gitter
25755,1208,typescript,Gitter
26058,NA,typescript,Gitter
26228,2362,typescript,Gitter
26242,NA,typescript,Gitter
26255,19,typescript,Gitter
26382,NA,typescript,Gitter
26806,107,typescript,Gitter
26931,21,typescript,Gitter
27337,33,typescript,Gitter
27931,NA,typescript,Gitter
28663,1581,typescript,Gitter
29133,5812,typescript,Gitter
29382,171,typescript,Gitter
29461,NA,typescript,Gitter
29511,5114,typescript,Gitter
29588,4802,typescript,Gitter
29652,3914,typescript,Gitter
29658,3990,typescript,Gitter
29666,3983,typescript,Gitter
29743,NA,typescript,Gitter
29758,NA,typescript,Gitter
29909,9,typescript,Gitter
30188,2792,typescript,Gitter
30194,40,typescript,Gitter
30239,NA,typescript,Gitter
30453,NA,typescript,Gitter
30663,149,typescript,Gitter
30689,NA,typescript,Gitter
30954,NA,typescript,Gitter
31099,135,typescript,Gitter
31151,46,typescript,Gitter
224,23,vue,Gitter
328,339,vue,Gitter
329,66,vue,Gitter
339,1,vue,Gitter
383,56,vue,Gitter
463,43,vue,Gitter
478,17305,vue,Gitter
503,5275,vue,Gitter
561,12,vue,Gitter
648,5,vue,Gitter
674,21,vue,Gitter
679,10,vue,Gitter
702,370,vue,Gitter
788,8,vue,Gitter
814,14,vue,Gitter
863,2,vue,Gitter
918,1764,vue,Gitter
1025,9,vue,Gitter
1036,3,vue,Gitter
1056,24,vue,Gitter
1112,5,vue,Gitter
1118,59,vue,Gitter
1153,1,vue,Gitter
1157,4,vue,Gitter
1169,352,vue,Gitter
1176,1,vue,Gitter
1197,9,vue,Gitter
1200,48,vue,Gitter
1250,0,vue,Gitter
1254,2,vue,Gitter
1297,1,vue,Gitter
1325,600,vue,Gitter
1334,0,vue,Gitter
1479,0,vue,Gitter
1499,35,vue,Gitter
1683,3,vue,Gitter
1697,16115,vue,Gitter
1726,8668,vue,Gitter
1768,10,vue,Gitter
1780,11,vue,Gitter
1787,19,vue,Gitter
1799,1,vue,Gitter
1833,258,vue,Gitter
1915,0,vue,Gitter
1941,0,vue,Gitter
1946,5,vue,Gitter
1964,24,vue,Gitter
1992,4565,vue,Gitter
1993,2,vue,Gitter
2000,6,vue,Gitter
2046,0,vue,Gitter
2049,2,vue,Gitter
2068,44,vue,Gitter
2104,10,vue,Gitter
2105,1,vue,Gitter
2114,14644,vue,Gitter
2160,1,vue,Gitter
2198,2,vue,Gitter
2217,1,vue,Gitter
2250,8,vue,Gitter
2271,8,vue,Gitter
2283,7,vue,Gitter
2308,535,vue,Gitter
2364,4,vue,Gitter
2382,23,vue,Gitter
2410,13338,vue,Gitter
2424,18,vue,Gitter
2436,0,vue,Gitter
2494,0,vue,Gitter
2512,3,vue,Gitter
2550,13,vue,Gitter
2592,3,vue,Gitter
2596,0,vue,Gitter
2637,1,vue,Gitter
2642,3,vue,Gitter
2661,2,vue,Gitter
2719,2,vue,Gitter
2756,38,vue,Gitter
2765,6,vue,Gitter
2766,11,vue,Gitter
2804,1,vue,Gitter
2873,3045,vue,Gitter
2897,1,vue,Gitter
3028,0,vue,Gitter
3090,10715,vue,Gitter
3092,3305,vue,Gitter
3104,0,vue,Gitter
3132,3,vue,Gitter
3135,3,vue,Gitter
3142,0,vue,Gitter
3148,0,vue,Gitter
3206,4,vue,Gitter
3216,23,vue,Gitter
3223,7,vue,Gitter
3261,1,vue,Gitter
3291,5,vue,Gitter
3309,6,vue,Gitter
3347,9688,vue,Gitter
3352,12,vue,Gitter
3366,0,vue,Gitter
3370,0,vue,Gitter
3406,18,vue,Gitter
3407,6,vue,Gitter
3419,1,vue,Gitter
3424,0,vue,Gitter
3444,9,vue,Gitter
3467,0,vue,Gitter
3536,3,vue,Gitter
3569,0,vue,Gitter
3614,467,vue,Gitter
3648,1,vue,Gitter
3666,1180,vue,Gitter
3723,5,vue,Gitter
3769,20,vue,Gitter
3770,35,vue,Gitter
3822,2,vue,Gitter
3842,NA,vue,Gitter
3852,147,vue,Gitter
3869,0,vue,Gitter
3879,55,vue,Gitter
3907,12,vue,Gitter
4005,2,vue,Gitter
4044,130,vue,Gitter
4049,81,vue,Gitter
4061,23,vue,Gitter
4082,1,vue,Gitter
4083,169,vue,Gitter
4155,2,vue,Gitter
4210,1,vue,Gitter
4272,1,vue,Gitter
4310,0,vue,Gitter
4393,58,vue,Gitter
4395,0,vue,Gitter
4473,10,vue,Gitter
4485,2,vue,Gitter
4512,66,vue,Gitter
4549,1,vue,Gitter
4585,0,vue,Gitter
4600,5,vue,Gitter
4608,11,vue,Gitter
4664,409,vue,Gitter
4732,0,vue,Gitter
4734,0,vue,Gitter
4779,8,vue,Gitter
4827,13,vue,Gitter
4833,0,vue,Gitter
4846,293,vue,Gitter
4886,8,vue,Gitter
4962,0,vue,Gitter
4984,0,vue,Gitter
4991,NA,vue,Gitter
5004,1,vue,Gitter
5087,1,vue,Gitter
5192,0,vue,Gitter
5234,1,vue,Gitter
5248,472,vue,Gitter
5302,0,vue,Gitter
5511,0,vue,Gitter
5578,1670,vue,Gitter
5592,92,vue,Gitter
5702,5,vue,Gitter
5715,0,vue,Gitter
5739,8,vue,Gitter
5832,2,vue,Gitter
6013,4,vue,Gitter
6017,4,vue,Gitter
6078,206,vue,Gitter
6276,27,vue,Gitter
6996,4,vue,Gitter
7088,NA,vue,Gitter
10370,16,vue,Gitter
123,20,webdriver,Gitter
138,435,webdriver,Gitter
152,48,webdriver,Gitter
194,17282,webdriver,Gitter
205,144,webdriver,Gitter
215,59,webdriver,Gitter
224,830,webdriver,Gitter
228,111,webdriver,Gitter
235,1982,webdriver,Gitter
240,4,webdriver,Gitter
253,15,webdriver,Gitter
269,216,webdriver,Gitter
273,9,webdriver,Gitter
290,0,webdriver,Gitter
324,4620,webdriver,Gitter
328,421,webdriver,Gitter
331,2622,webdriver,Gitter
354,1510,webdriver,Gitter
356,11788,webdriver,Gitter
381,9621,webdriver,Gitter
386,18,webdriver,Gitter
390,1669,webdriver,Gitter
391,118,webdriver,Gitter
409,10004,webdriver,Gitter
419,167,webdriver,Gitter
428,14,webdriver,Gitter
434,3132,webdriver,Gitter
459,10560,webdriver,Gitter
465,1699,webdriver,Gitter
478,417,webdriver,Gitter
486,8,webdriver,Gitter
491,389,webdriver,Gitter
500,17,webdriver,Gitter
530,9215,webdriver,Gitter
532,4779,webdriver,Gitter
548,1226,webdriver,Gitter
551,4,webdriver,Gitter
564,8554,webdriver,Gitter
581,28,webdriver,Gitter
582,9,webdriver,Gitter
583,6605,webdriver,Gitter
602,202,webdriver,Gitter
628,3,webdriver,Gitter
645,170,webdriver,Gitter
656,76,webdriver,Gitter
684,440,webdriver,Gitter
686,19815,webdriver,Gitter
691,288,webdriver,Gitter
718,671,webdriver,Gitter
720,77,webdriver,Gitter
726,249,webdriver,Gitter
735,167,webdriver,Gitter
748,1770,webdriver,Gitter
780,4699,webdriver,Gitter
784,2666,webdriver,Gitter
791,3175,webdriver,Gitter
808,1092,webdriver,Gitter
810,1891,webdriver,Gitter
819,6894,webdriver,Gitter
820,654,webdriver,Gitter
827,1966,webdriver,Gitter
834,664,webdriver,Gitter
843,80,webdriver,Gitter
859,169,webdriver,Gitter
867,4897,webdriver,Gitter
885,2,webdriver,Gitter
916,1,webdriver,Gitter
934,0,webdriver,Gitter
945,50,webdriver,Gitter
950,980,webdriver,Gitter
951,122,webdriver,Gitter
955,382,webdriver,Gitter
988,3834,webdriver,Gitter
993,19842,webdriver,Gitter
996,25486,webdriver,Gitter
1000,1470,webdriver,Gitter
1025,5,webdriver,Gitter
1043,3,webdriver,Gitter
1055,71,webdriver,Gitter
1089,2,webdriver,Gitter
1093,0,webdriver,Gitter
1106,18,webdriver,Gitter
1109,1208,webdriver,Gitter
1121,359,webdriver,Gitter
1126,98,webdriver,Gitter
1135,2,webdriver,Gitter
1140,5692,webdriver,Gitter
1145,33,webdriver,Gitter
1146,5,webdriver,Gitter
1163,602,webdriver,Gitter
1168,0,webdriver,Gitter
1180,896,webdriver,Gitter
1188,364,webdriver,Gitter
1195,263,webdriver,Gitter
1196,185,webdriver,Gitter
1221,357,webdriver,Gitter
1222,801,webdriver,Gitter
1236,20814,webdriver,Gitter
1244,0,webdriver,Gitter
1247,30438,webdriver,Gitter
1248,2040,webdriver,Gitter
1250,15,webdriver,Gitter
1255,26,webdriver,Gitter
1260,1,webdriver,Gitter
1274,121,webdriver,Gitter
1282,1161,webdriver,Gitter
1292,1,webdriver,Gitter
1297,39,webdriver,Gitter
1309,68,webdriver,Gitter
1315,16,webdriver,Gitter
1316,21309,webdriver,Gitter
1323,24,webdriver,Gitter
1324,13,webdriver,Gitter
1344,3875,webdriver,Gitter
1365,49,webdriver,Gitter
1375,146,webdriver,Gitter
1377,218,webdriver,Gitter
1382,692,webdriver,Gitter
1383,186,webdriver,Gitter
1396,3279,webdriver,Gitter
1407,350,webdriver,Gitter
1413,3066,webdriver,Gitter
1414,0,webdriver,Gitter
1418,0,webdriver,Gitter
1426,0,webdriver,Gitter
1435,25251,webdriver,Gitter
1443,1,webdriver,Gitter
1449,0,webdriver,Gitter
1453,14259,webdriver,Gitter
1467,15193,webdriver,Gitter
1488,2183,webdriver,Gitter
1528,1821,webdriver,Gitter
1547,520,webdriver,Gitter
1548,6,webdriver,Gitter
1549,1232,webdriver,Gitter
1552,9,webdriver,Gitter
1553,1,webdriver,Gitter
1565,65,webdriver,Gitter
1573,179,webdriver,Gitter
1582,2,webdriver,Gitter
1596,0,webdriver,Gitter
1625,8,webdriver,Gitter
1641,1,webdriver,Gitter
1643,20980,webdriver,Gitter
1645,0,webdriver,Gitter
1653,9206,webdriver,Gitter
1658,0,webdriver,Gitter
1672,162,webdriver,Gitter
1674,0,webdriver,Gitter
1683,949,webdriver,Gitter
1686,4152,webdriver,Gitter
1687,0,webdriver,Gitter
1690,208,webdriver,Gitter
1695,15673,webdriver,Gitter
1712,14,webdriver,Gitter
1720,268,webdriver,Gitter
1739,11976,webdriver,Gitter
1758,19212,webdriver,Gitter
1774,2,webdriver,Gitter
1778,41,webdriver,Gitter
1779,1,webdriver,Gitter
1787,1,webdriver,Gitter
1791,12,webdriver,Gitter
1794,4,webdriver,Gitter
1795,18174,webdriver,Gitter
1796,14612,webdriver,Gitter
1803,0,webdriver,Gitter
1806,1413,webdriver,Gitter
1811,158,webdriver,Gitter
1815,5,webdriver,Gitter
